data_release,event_id,summary,status,ct_sources,event_date,date_year,date_month,date_day,wounded_low,wounded_high,killed_low,killed_high,killed_low_civilian,killed_high_civilian,killed_low_political,killed_high_political,killed_low_security,killed_high_security,ct_belt_bomb,ct_truck_bomb,ct_car_bomb,ct_weapon_oth,ct_weapon_unk,weapon_id,weapon_txt,weapon_type_txt,cbrn_txt,ucdp_conflict_sgv_1_id,ucdp_conflict_sgv_2_id,ucdp_conflict_osv_1_id,ucdp_conflict_osv_2_id,ucdp_dyad_sgv_1_id,ucdp_dyad_sgv_2_id,ucdp_dyad_osv_1_id,ucdp_dyad_osv_2_id,region_id,subregion_id,admin0_id,admin0_cow_id,admin1_id,city_id,Region,Subregion,admin0_txt,admin1_txt,city_txt,aimpoint_desc,latitude,longitude,target_desc,tt1_id,tt2_id,tt3_id,tt1_txt,tt2_txt,tt3_txt,tt_org_id,tt_natl_id,tt_ethnic_id,tt_org_txt,tt_natl_txt,tt_ethnic_txt,tt_relig_id,tt_denom_id,tt_sect_id,tt_relig_txt,tt_denom_txt,tt_sect_txt,ct_claimed,ct_denied,ct_suspect,group_clm_1_id,group_clm_2_id,group_clm_3_id,group_clm_1_txt,group_clm_2_txt,group_clm_3_txt,group_den_1_id,group_den_2_id,group_den_3_id,group_den_1_txt,group_den_2_txt,group_den_3_txt,group_susp_1_id,group_susp_2_id,group_susp_3_id,group_susp_1_txt,group_susp_2_txt,group_susp_3_txt,ct_attackers,ct_attackers_fem,ct_attackers_mal,ct_attackers_unk
02-Oct-20,-2098747131,"4/20/2006: In Howz-e Madad, Kandahar, Afghanistan at ""highway about 30 kilometers (18 miles) west of the southern city of Kandahar"", 1 attacker attacked United States Protection and Investigation (USPI) private security convoy in a Confirmed Suicide suicide attack with a Car bomb, killing no one (0 civilian, 0 political, and 0 security) and wounding 4 people.  Taliban (IEA) claimed the attack.   The attack was verified as Confirmed Suicide on 5/14/2019 4:47:10 PM. This summary generated: 10/9/2020 3:11:40 PM.",Confirmed Suicide,3,4/20/2006,2006,4,4,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,5,Car bomb,VBIED,None,333,-1,-99,-99,735,-1,-99,-99,6,13,1,700,845,-1725251188,Asia,Southern Asia,Afghanistan,Kandahar,Howz-e Madad,"""highway about 30 kilometers (18 miles) west of the southern city of Kandahar""",31.55,65.32,United States Protection and Investigation (USPI) private security convoy,3,22,123,Security,Police,Convoy,7,5,159,North Atlantic Treaty Organization (NATO),American,N/A,18,49,21,N/A,N/A,N/A,1,0,0,1088854842,1585107768,1585107768,Taliban (IEA),N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1,0,1,0
02-Oct-20,-2097996479,"7/23/2016: In Sharqat, Sala ad-Din, Iraq at Crowded area outside of city, 1 attacker attacked crowd of Iraqi civilians escaping besieged town of Sharqat in a Confirmed Suicide suicide attack with a Belt bomb, killing 11 people (11 civilian, 0 political, and 0 security) and wounding 9 people.  No group claimed responsibility.  (Note: Claim status not verified!) The attack was verified as Confirmed Suicide on 11/18/2016 1:24:00 PM. This summary generated: 10/9/2020 3:11:40 PM.",Confirmed Suicide,3,7/23/2016,2016,7,6,8,9,6,11,6,11,0,0,0,0,1,0,0,0,0,3,Belt bomb,PBIED,None,-99,-99,-99,-99,-99,-99,-99,-99,6,21,116,645,2325,1831542487,Asia,Western Asia,Iraq,Sala ad-Din,Sharqat,Crowded area outside of city,35.486038,43.240801,crowd of Iraqi civilians escaping besieged town of Sharqat,1,4,21,Civilian,General,Individual(s),42,111,144,N/A,Iraqi,Unknown,14,50,20,Unknown,Unknown,Unknown,0,0,0,40934540,1585107768,1585107768,Unknown Group,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1,0,1,0
02-Oct-20,-2097887051,"4/14/2005: In Mahawil, Babil, Iraq at Marketplace, 1 attacker attacked Iraqi Police patrol in a Confirmed Suicide suicide attack with a Belt bomb, killing 4 people (0 civilian, 0 political, and 4 security) and wounding 6 people.  Al-Qaeda in Iraq claimed the attack.   The attack was verified as Confirmed Suicide on 4/1/2014 7:31:13 PM. This summary generated: 10/9/2020 3:11:40 PM.",Confirmed Suicide,2,4/14/2005,2005,4,4,6,6,4,4,0,0,0,0,4,4,1,0,0,0,0,3,Belt bomb,PBIED,None,259,-1,-99,-99,524,-1,-99,-99,6,21,116,645,2313,-2065240786,Asia,Western Asia,Iraq,Babil,Mahawil,Marketplace,32.65,44.4,Iraqi Police patrol,3,22,128,Security,Police,Patrol,13,111,159,Domestic Government,Iraqi,N/A,18,49,21,N/A,N/A,N/A,1,0,0,852230391,1585107768,1585107768,Al-Qaeda in Iraq,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1,0,1,0
02-Oct-20,-2097669240,"5/22/2007: In Tripoli, North Lebanon, Lebanon at Mitein Street, 1 attacker attacked Lebanese Security Forces in a Confirmed Suicide suicide attack with a Belt bomb, killing no one (0 civilian, 0 political, and 0 security) and wounding no one.  No group claimed responsibility, but Fatah al-Islam is suspected.  (Note: Claim status not verified!) The attack was verified as Confirmed Suicide on 4/25/2014 3:22:13 PM. This summary generated: 10/9/2020 3:11:40 PM.",Confirmed Suicide,3,5/22/2007,2007,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,Belt bomb,PBIED,None,234,-1,-99,-99,476,-1,-99,-99,6,21,138,660,2483,-1655686915,Asia,Western Asia,Lebanon,North Lebanon,Tripoli,Mitein Street,34.433,35.85,Lebanese Security Forces,3,20,115,Security,Forces,Troop(s),13,128,159,Domestic Government,Lebanese,N/A,18,49,21,N/A,N/A,N/A,0,0,1,40934540,1585107768,1585107768,Unknown Group,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,-1396026348,1585107768,1585107768,Fatah al-Islam,N/A,N/A,1,0,1,0
02-Oct-20,-2097645099,"2/20/2014: In Bab al-Salama, Aleppo (Halab), Syria at near Turkey's Oncupinar border post, 1 attacker attacked Camp for Syrian refugees in a Confirmed Suicide suicide attack with a Car bomb, killing 5 people (5 civilian, 0 political, and 0 security) and wounding 60 people.  No group claimed responsibility.  (Note: Claim status not verified!) The attack was verified as Confirmed Suicide on 6/1/2015 3:00:35 PM. This summary generated: 10/9/2020 3:11:40 PM.",Confirmed Suicide,2,2/20/2014,2014,2,4,60,60,5,5,5,5,0,0,0,0,0,0,1,0,0,5,Car bomb,VBIED,None,-99,-99,-99,-99,-99,-99,-99,-99,6,21,235,652,4019,385067019,Asia,Western Asia,Syria,Aleppo (Halab),Bab al-Salama,near Turkey's Oncupinar border post,36.633971,37.085291,Camp for Syrian refugees,1,36,202,Civilian,Refugee,Facility/Building,42,225,144,N/A,Syrian,Unknown,14,50,20,Unknown,Unknown,Unknown,0,0,0,40934540,1585107768,1585107768,Unknown Group,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1,0,0,1
02-Oct-20,-2096686104,"1/9/2014: In Baghdad, Baghdad, Iraq at Inside Army recruitment center, 1 attacker attacked Iraqi Army Recruits in a Confirmed Suicide suicide attack with a Belt bomb, killing 26 people (0 civilian, 0 political, and 26 security) and wounding 42 people.  No group claimed responsibility.  (Note: Claim status not verified!) The attack was verified as Confirmed Suicide on 7/25/2014 11:10:44 AM. This summary generated: 10/9/2020 3:11:40 PM.",Confirmed Suicide,5,01-09-2014,2014,1,4,16,42,9,26,0,0,0,0,9,26,1,0,0,0,0,3,Belt bomb,PBIED,None,-99,-99,-99,-99,-99,-99,-99,-99,6,21,116,645,2314,-252679021,Asia,Western Asia,Iraq,Baghdad,Baghdad,Inside Army recruitment center,33.34,44.4,Iraqi Army Recruits,3,20,113,Security,Forces,Recruit(s),13,111,159,Domestic Government,Iraqi,N/A,18,49,21,N/A,N/A,N/A,0,0,0,40934540,1585107768,1585107768,Unknown Group,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1,0,0,1
02-Oct-20,-2096630011,"10/17/2014: In Benghazi, Benghazi, Libya at central Benghazi district of Boudhima, 1 attacker attacked Government-allied militia checkpoint in a Confirmed Suicide suicide attack with a Car bomb, killing 3 people (0 civilian, 0 political, and 3 security) and wounding no one.  No group claimed responsibility.  (Note: Claim status not verified!) The attack was verified as Confirmed Suicide on 12/17/2014 1:53:56 PM. This summary generated: 10/9/2020 3:11:40 PM.",Confirmed Suicide,2,10/17/2014,2014,10,5,0,0,3,3,0,0,0,0,3,3,0,0,1,0,0,5,Car bomb,VBIED,None,-99,-99,-99,-99,-99,-99,-99,-99,3,7,141,620,2667,-1951621411,Africa,Northern Africa,Libya,Benghazi,Benghazi,central Benghazi district of Boudhima,32.11,20.06,Government-allied militia checkpoint,3,20,107,Security,Forces,Checkpoint,13,130,159,Domestic Government,Libyan,N/A,18,49,21,N/A,N/A,N/A,0,0,0,40934540,1585107768,1585107768,Unknown Group,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1,0,0,1
02-Oct-20,-2094117472,"10/27/2003: In Baghdad, Baghdad, Iraq at International Organization Headquarters, Mansour district, Andalus neighborhood, 1 attacker attacked International Red Cross Headquarters in a Confirmed Suicide suicide attack with a Truck bomb, killing 12 people (12 civilian, 0 political, and 0 security) and wounding 12 people.  No group claimed responsibility.  (Note: Claim status not verified!) The attack was verified as Confirmed Suicide on 7/21/2015 11:28:51 AM. This summary generated: 10/9/2020 3:11:40 PM.",Confirmed Suicide,4,10/27/2003,2003,10,1,10,12,10,12,10,12,0,0,0,0,0,1,0,0,0,4,Truck bomb,VBIED,None,-99,-99,-99,-99,-99,-99,-99,-99,6,21,116,645,2314,-252679021,Asia,Western Asia,Iraq,Baghdad,Baghdad,"International Organization Headquarters, Mansour district, Andalus neighborhood",33.34,44.4,International Red Cross Headquarters,2,15,90,Political,NGO,Facility/Building,79,158,159,International Red Cross,Multinational,N/A,18,49,21,N/A,N/A,N/A,0,0,0,40934540,1585107768,1585107768,Unknown Group,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1,0,1,0
02-Oct-20,-2093236630,"2/23/2008: In Saqlawiyah, Al-Anbar, Iraq at the Sheikh's convoy stopped at a checkpoint, 3 attackers attacked Sheikh Ibraheem Teeri in a Confirmed Suicide suicide attack with a Belt bomb, killing 3 people (0 civilian, 0 political, and 3 security) and wounding no one.  No group claimed responsibility.  (Note: Claim status not verified!) The attack was verified as Confirmed Suicide on 4/25/2014 4:47:09 PM. This summary generated: 10/9/2020 3:11:40 PM.",Confirmed Suicide,2,2/23/2008,2008,2,6,0,0,3,3,0,0,0,0,3,3,1,0,0,0,0,3,Belt bomb,PBIED,None,-99,-99,-99,-99,-99,-99,-99,-99,6,21,116,645,2308,1468310037,Asia,Western Asia,Iraq,Al-Anbar,Saqlawiyah,the Sheikh's convoy stopped at a checkpoint,33.396389,43.683333,Sheikh Ibraheem Teeri,3,33,209,Security,Government Organized Militia,Leader(s),2,111,13,Awakening,Iraqi,Arab,6,1,22,Islam,Sunni,Unknown (Sunni),0,0,0,40934540,1585107768,1585107768,Unknown Group,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,3,0,3,0
02-Oct-20,-2092949258,"1/19/2009: In Sara Bagh (Salerno), Khost, Afghanistan at NATO base, 1 attacker attacked NATO-ISAF Forward Operating Base (FOB) Camp Salerno in a Confirmed Suicide suicide attack with a Car bomb, killing 1 person (1 civilian, 0 political, and 0 security) and wounding 10 people.  Taliban (IEA) claimed the attack.   The attack was verified as Confirmed Suicide on 2/26/2014 3:23:35 PM. This summary generated: 10/9/2020 3:11:40 PM.",Confirmed Suicide,4,1/19/2009,2009,1,1,7,10,1,1,1,1,0,0,0,0,0,0,1,0,0,5,Car bomb,VBIED,None,333,-1,-99,-99,735,-1,-99,-99,6,13,1,700,5296,1059474181,Asia,Southern Asia,Afghanistan,Khost,Sara Bagh (Salerno),NATO base,33.42,70.07,NATO-ISAF Forward Operating Base (FOB) Camp Salerno,3,20,106,Security,Forces,Base,7,5,159,North Atlantic Treaty Organization (NATO),American,N/A,18,49,21,N/A,N/A,N/A,1,0,0,1088854842,1585107768,1585107768,Taliban (IEA),N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1,0,0,1
02-Oct-20,-2092550677,"2/21/2009: In Lakki Marwat, Khyber-Pakhtunkhwa, Pakistan at Marwat Canal, between Bramkhel and Kherokhel, 2 attackers attacked Pakistani Police post in a Possible - Conflicting Reports suicide attack with a Car bomb, killing 4 people (0 civilian, 0 political, and 0 security) and wounding no one.  No group claimed responsibility.  (Note: Claim status not verified!) The attack was verified as Possible - Conflicting Reports on 7/10/2014 11:35:59 AM. This summary generated: 10/9/2020 3:11:40 PM.",Possible - Conflicting Reports,2,2/21/2009,2009,2,6,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,5,Car bomb,VBIED,None,-99,-99,-99,-99,-99,-99,-99,-99,6,13,187,770,3218,819647545,Asia,Southern Asia,Pakistan,Khyber-Pakhtunkhwa,Lakki Marwat,"Marwat Canal, between Bramkhel and Kherokhel",32.6,70.85,Pakistani Police post,3,22,124,Security,Police,Facility/Building,13,177,159,Domestic Government,Pakistani,N/A,18,49,21,N/A,N/A,N/A,0,0,0,40934540,1585107768,1585107768,Unknown Group,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,2,0,0,2
02-Oct-20,-2091801788,"8/5/2010: In Adraskan District, Herat, Afghanistan at Market, Bazaar, Shindand district, 1 attacker attacked Bazaar in a Possible - Too Few Sources suicide attack with a Motorcycle bomb, killing no one (0 civilian, 0 political, and 0 security) and wounding 3 people.  No group claimed responsibility.  (Note: Claim status not verified!) The attack was verified as Possible - Too Few Sources on 4/23/2018 10:12:54 AM. This summary generated: 10/9/2020 3:11:40 PM.",Possible - Too Few Sources,1,08-05-2010,2010,8,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,6,Motorcycle bomb,VBIED,None,-99,-99,-99,-99,-99,-99,-99,-99,6,13,1,700,833,-835425603,Asia,Southern Asia,Afghanistan,Herat,Adraskan District,"Market, Bazaar, Shindand district",31.788546,64.680084,Bazaar,1,1,6,Civilian,Commercial,Market,42,1,144,N/A,Afghan,Unknown,14,50,20,Unknown,Unknown,Unknown,0,0,0,40934540,1585107768,1585107768,Unknown Group,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1,0,0,1
02-Oct-20,-2091313813,"2/10/2004: In Iskandariyah, Babil, Iraq at Police Station, 1 attacker (1 of whom were female) attacked Iraqi Police recruits in a Confirmed Suicide suicide attack with a Truck bomb, killing 55 people (0 civilian, 0 political, and 55 security) and wounding no one.  No group claimed responsibility.  (Note: Claim status not verified!) The attack was verified as Confirmed Suicide on 8/7/2012. This summary generated: 10/9/2020 3:11:40 PM.",Confirmed Suicide,3,02-10-2004,2004,2,2,0,0,50,55,0,0,0,0,50,55,0,1,0,0,0,4,Truck bomb,VBIED,None,-99,-99,-99,-99,-99,-99,-99,-99,6,21,116,645,2313,-670557950,Asia,Western Asia,Iraq,Babil,Iskandariyah,Police Station,32.87,44.34,Iraqi Police recruits,3,22,129,Security,Police,Recruit(s),13,111,159,Domestic Government,Iraqi,N/A,18,49,21,N/A,N/A,N/A,0,0,0,40934540,1585107768,1585107768,Unknown Group,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1,1,0,0
02-Oct-20,-2090307727,"10/7/2015: In Damaturu, Yobe, Nigeria at Outskirts of Damaturu, 2 attackers attacked Nigerian Fulani herders settlement in a Confirmed Suicide suicide attack with a Unspecified, killing 10 people (10 civilian, 0 political, and 0 security) and wounding no one.  No group claimed responsibility.  (Note: Claim status not verified!) The attack was verified as Confirmed Suicide on 7/18/2018 9:21:57 AM. This summary generated: 10/9/2020 3:11:40 PM.",Confirmed Suicide,4,10-07-2015,2015,10,3,0,0,9,10,9,10,0,0,0,0,0,0,0,1,0,10,Unspecified,Unspecified,None,-99,-99,-99,-99,-99,-99,-99,-99,3,4,181,475,2974,1490975108,Africa,Western Africa,Nigeria,Yobe,Damaturu,Outskirts of Damaturu,11.747,11.9608,Nigerian Fulani herders settlement,1,4,27,Civilian,General,Residential Area,42,165,49,N/A,Nigerian,Fula,14,50,20,Unknown,Unknown,Unknown,0,0,0,40934540,1585107768,1585107768,Unknown Group,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,2,0,2,0
02-Oct-20,-2089089357,"3/16/2005: In Baqubah, Diyala, Iraq at Mafraq district, Iraqi Army Checkpoint, 1 attacker attacked Iraqi Army checkpoint in a Confirmed Suicide suicide attack with a Car bomb, killing 5 people (0 civilian, 0 political, and 5 security) and wounding 12 people.  Al-Qaeda in Iraq claimed the attack.   The attack was verified as Confirmed Suicide on 8/7/2012. This summary generated: 10/9/2020 3:11:40 PM.",Confirmed Suicide,3,3/16/2005,2005,3,3,0,12,3,5,0,0,0,0,3,5,0,0,1,0,0,5,Car bomb,VBIED,None,259,-1,-99,-99,524,-1,-99,-99,6,21,116,645,2317,1290433160,Asia,Western Asia,Iraq,Diyala,Baqubah,"Mafraq district, Iraqi Army Checkpoint",33.74,44.64,Iraqi Army checkpoint,3,20,107,Security,Forces,Checkpoint,13,111,159,Domestic Government,Iraqi,N/A,18,49,21,N/A,N/A,N/A,1,0,0,852230391,1585107768,1585107768,Al-Qaeda in Iraq,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1,0,0,1
02-Oct-20,-2089086643,"4/11/2008: In Bayji, Sala ad-Din, Iraq at checkpoint 12 miles north of Bayij, 1 attacker attacked Sahwa/Awakening Council checkpoint in a Possible - Too Few Sources suicide attack with a Car bomb, killing 2 people (0 civilian, 0 political, and 2 security) and wounding 8 people.  No group claimed responsibility.  (Note: Claim status not verified!) The attack was verified as Possible - Too Few Sources on 4/23/2018 10:14:54 AM. This summary generated: 10/9/2020 3:11:40 PM.",Possible - Too Few Sources,2,04-11-2008,2008,4,5,7,8,1,2,0,0,0,0,1,2,0,0,1,0,0,5,Car bomb,VBIED,None,-99,-99,-99,-99,-99,-99,-99,-99,6,21,116,645,2325,-1324771892,Asia,Western Asia,Iraq,Sala ad-Din,Bayji,checkpoint 12 miles north of Bayij,34.93,43.48,Sahwa/Awakening Council checkpoint,3,33,205,Security,Government Organized Militia,Checkpoint,2,111,13,Awakening,Iraqi,Arab,6,1,22,Islam,Sunni,Unknown (Sunni),0,0,0,40934540,1585107768,1585107768,Unknown Group,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1,0,0,1
02-Oct-20,-2089067064,"7/2/2010: In Kunduz, Kondoz, Afghanistan at Inside Office of Development Alternatives Inc., 6 attackers attacked Development Alternatives Inc. Offices in a Confirmed Suicide suicide attack with a Car bomb, killing 5 people (0 civilian, 0 political, and 5 security) and wounding 27 people.  Taliban (IEA) claimed the attack.   The attack was verified as Confirmed Suicide on 6/19/2012. This summary generated: 10/9/2020 3:11:40 PM.",Confirmed Suicide,5,07-02-2010,2010,7,5,20,27,4,5,0,0,0,0,4,5,0,0,1,0,0,5,Car bomb,VBIED,None,333,-1,-99,-99,735,-1,-99,-99,6,13,1,700,846,-884661261,Asia,Southern Asia,Afghanistan,Kondoz,Kunduz,Inside Office of Development Alternatives Inc.,36.72,68.87,Development Alternatives Inc. Offices,3,23,137,Security,Private Security,Facility/Building,14,5,159,Foreign Government,American,N/A,18,49,21,N/A,N/A,N/A,1,0,0,1088854842,1585107768,1585107768,Taliban (IEA),N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,6,0,0,6
02-Oct-20,-2088834352,"4/10/2017: In Maiduguri, Borno, Nigeria at University, Near the fence surrounding the University of Maiduguri, 1 attacker (1 of whom were female) attacked The University of Maiduguri in Nigeria in a Confirmed Suicide suicide attack with a Belt bomb, killing no one (0 civilian, 0 political, and 0 security) and wounding no one.  No group claimed responsibility, but Boko Haram (Shekau Faction) is suspected.  (Note: Claim status not verified!) The attack was verified as Confirmed Suicide on 7/18/2017 2:19:50 PM. This summary generated: 10/9/2020 3:11:40 PM.",Confirmed Suicide,5,04-10-2017,2017,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,Belt bomb,PBIED,None,297,-1,1850,-1,640,-1,2332,-1,3,4,181,475,2957,-1342462191,Africa,Western Africa,Nigeria,Borno,Maiduguri,"University, Near the fence surrounding the University of Maiduguri",11.833333,13.15,The University of Maiduguri in Nigeria,1,3,14,Civilian,Education,University,42,165,144,N/A,Nigerian,Unknown,14,50,20,Unknown,Unknown,Unknown,0,0,1,40934540,1585107768,1585107768,Unknown Group,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,2033412617,1585107768,1585107768,Boko Haram (Shekau Faction),N/A,N/A,1,1,0,0
02-Oct-20,-2088282966,"4/9/2010: In Nazran, Ingushetia, Russia at Village of Ekazhevo, 1 attacker (1 of whom were female) attacked Ingush Police Officers in a Confirmed Suicide suicide attack with a Belt bomb, killing 1 person (0 civilian, 0 political, and 1 security) and wounding no one.  No group claimed responsibility, but Riyadus Salikhiin is suspected.  (Note: Claim status not verified!) The attack was verified as Confirmed Suicide on 8/28/2014 3:09:12 PM. This summary generated: 10/9/2020 3:11:40 PM.",Confirmed Suicide,3,04-09-2010,2010,4,5,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,Belt bomb,PBIED,None,401,-1,-99,-99,852,-1,-99,-99,7,22,203,365,3551,-358727983,Europe,Eastern Europe,Russia,Ingushetia,Nazran,Village of Ekazhevo,43.217496,44.764406,Ingush Police Officers,3,22,131,Security,Police,Troop(s),13,192,159,Domestic Government,Russian,N/A,18,49,21,N/A,N/A,N/A,0,0,1,40934540,1585107768,1585107768,Unknown Group,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1302305005,1585107768,1585107768,Riyadus Salikhiin,N/A,N/A,1,1,0,0
02-Oct-20,-2086717701,"9/29/2014: In Kondoz Province, Kondoz, Afghanistan at Market, Bathroom of a market, 1 attacker attacked Civilians shopping at the market in a Possible - Too Few Sources suicide attack with a Belt bomb, killing no one (0 civilian, 0 political, and 0 security) and wounding 2 people.  No group claimed responsibility.  (Note: Claim status not verified!) The attack was verified as Possible - Too Few Sources on 5/10/2016 1:36:04 PM. This summary generated: 10/9/2020 3:11:40 PM.",Possible - Too Few Sources,1,9/29/2014,2014,9,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,Belt bomb,PBIED,None,-99,-99,-99,-99,-99,-99,-99,-99,6,13,1,700,846,-1910480524,Asia,Southern Asia,Afghanistan,Kondoz,Kondoz Province,"Market, Bathroom of a market",36.726131,68.865189,Civilians shopping at the market,1,1,6,Civilian,Commercial,Market,42,1,144,N/A,Afghan,Unknown,14,50,20,Unknown,Unknown,Unknown,0,0,0,40934540,1585107768,1585107768,Unknown Group,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1,0,0,1
02-Oct-20,-2086103794,"5/6/2004: In Baghdad, Baghdad, Iraq at 14th of July Bridge checkpoint at the entrance to the Green Zone, 1 attacker attacked Entrance to US-Baghdad Headquarters in a Confirmed Suicide suicide attack with a Car bomb, killing 7 people (6 civilian, 0 political, and 1 security) and wounding 25 people.  Jama'at Al-Tawhid Wa'al-Jihad claimed the attack.   The attack was verified as Confirmed Suicide on 8/7/2012. This summary generated: 10/9/2020 3:11:40 PM.",Confirmed Suicide,4,05-06-2004,2004,5,4,20,25,6,7,5,6,0,0,1,1,0,0,1,0,0,5,Car bomb,VBIED,None,259,-1,-99,-99,524,-1,-99,-99,6,21,116,645,2314,-252679021,Asia,Western Asia,Iraq,Baghdad,Baghdad,14th of July Bridge checkpoint at the entrance to the Green Zone,33.34,44.4,Entrance to US-Baghdad Headquarters,3,18,102,Security,Civilian Support,Supporter(s),3,5,159,Coalition (Iraq),American,N/A,18,49,21,N/A,N/A,N/A,1,0,0,1846264550,1585107768,1585107768,Jama'at Al-Tawhid Wa'al-Jihad,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1,0,1,0
02-Oct-20,-2084993003,"4/19/2015: In Lashkar Gah, Hilmand, Afghanistan at Afghan National Police (ANP) station, 1 attacker attacked Afghan National Police in a Confirmed Suicide suicide attack with a Unspecified, killing 3 people (0 civilian, 0 political, and 3 security) and wounding 11 people.  No group claimed responsibility.  (Note: Claim status not verified!) The attack was verified as Confirmed Suicide on 6/25/2015 1:28:00 PM. This summary generated: 10/9/2020 3:11:40 PM.",Confirmed Suicide,2,4/19/2015,2015,4,7,3,11,0,3,0,0,0,0,0,3,0,0,0,1,0,10,Unspecified,Unspecified,None,-99,-99,-99,-99,-99,-99,-99,-99,6,13,1,700,832,-347043585,Asia,Southern Asia,Afghanistan,Hilmand,Lashkar Gah,Afghan National Police (ANP) station,31.59,64.37,Afghan National Police,3,22,124,Security,Police,Facility/Building,13,1,159,Domestic Government,Afghan,N/A,18,49,21,N/A,N/A,N/A,0,0,0,40934540,1585107768,1585107768,Unknown Group,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1,0,1,0
02-Oct-20,-2084861233,"6/25/2017: In Maiduguri, Borno, Nigeria at Jere area, outskirts of Maiduguri, 1 attacker (1 of whom were female) attacked Civilians in residential area of Jere in a Confirmed Suicide suicide attack with a Other PBIED, killing 2 people (2 civilian, 0 political, and 0 security) and wounding 3 people.  No group claimed responsibility.  (Note: Claim status not verified!) The attack was verified as Confirmed Suicide on 2/18/2020 11:44:45 AM. This summary generated: 10/9/2020 3:11:40 PM.",Confirmed Suicide,3,6/25/2017,2017,6,7,3,3,2,2,2,2,0,0,0,0,0,0,0,1,0,16,Other PBIED,PBIED,None,-99,-99,-99,-99,-99,-99,-99,-99,3,4,181,475,2957,-1342462191,Africa,Western Africa,Nigeria,Borno,Maiduguri,"Jere area, outskirts of Maiduguri",11.833333,13.15,Civilians in residential area of Jere,1,4,27,Civilian,General,Residential Area,42,165,159,N/A,Nigerian,N/A,18,49,21,N/A,N/A,N/A,0,0,0,40934540,1585107768,1585107768,Unknown Group,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1,1,0,0
